clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__GGB38784_SGB73422	0.32941	0.50173	0.36973	0.36743	0.03569	0.02013	0.0	0.0587	0.00658	0.03538	0.00504	0.00556	0.0881	0.0	0.03411	0.03296
s__Arcobacter_suis	0.32047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_moniliforme	0.31377	2.7088	0.90693	3.43607	1.03856	0.14617	0.84912	0.07527	1.42722	1.57494	1.04419	9.4281	0.0	1.21754	0.51383	0.52971
s__GGB63470_SGB85778	0.2837	0.14014	0.43335	0.0222	0.05373	0.02496	0.07719	0.05262	0.01383	0.0329	0.07701	0.04506	0.16943	0.08023	0.0532	0.00591
s__GGB14621_SGB22159	0.27123	0.14743	0.34142	0.0	0.04614	0.01653	0.05075	0.05012	0.04098	0.05338	0.0564	0.04609	0.19014	0.07087	0.06585	0.00859
s__Nocardioides_soli	0.25954	0.0	0.0	0.0	0.0	0.0	0.0	0.00773	0.30265	0.10106	0.0	0.04343	0.0	0.0	0.0	0.0
s__GGB91395_SGB134845	0.24966	0.10018	0.45753	0.03693	0.03106	0.01158	0.04783	0.09674	0.10851	0.31898	0.12716	0.03334	0.33643	0.03937	0.07463	0.00607
s__GGB73405_SGB57195	0.24883	0.0918	0.52777	0.01196	0.03744	0.00933	0.05015	0.11489	0.12499	0.2753	0.14751	0.06273	0.3702	0.03982	0.09063	0.00541
s__Mycolicibacterium_sp_YH_1	0.2461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02219	0.0	0.0	0.0
s__GGB4386_SGB6036	0.2307	0.76793	1.90281	1.37536	5.803	6.388	0.89355	0.53963	2.84087	3.94309	4.25801	2.81124	1.88548	0.21097	7.50507	3.61561
s__Paeniclostridium_sordellii	0.2274	3.32946	0.0	0.89676	0.07551	0.44313	0.0	0.03946	0.0	0.0	0.17557	0.59143	0.3751	0.21588	0.05327	0.02449
s__Alcaligenes_pakistanensis	0.22018	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.30021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_proteolytica	0.21324	0.0	0.0	0.0	0.00586	0.0	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	1.2953	0.0	0.0
s__GGB91397_SGB134825	0.18636	0.08582	0.46047	0.08575	0.032	0.0107	0.0315	0.08693	0.10235	0.23542	0.14492	0.0558	0.28297	0.04038	0.06671	0.0074
s__Eoetvoesia_caeni	0.16774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptomyces_rutgersensis	0.16699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38808	0.04382	0.0	0.11431	0.31042	0.03718	0.0	0.0
s__Fusobacterium_SGB6028	0.16046	0.22231	0.80393	0.83927	2.6084	3.38524	1.30242	1.15583	1.03336	1.7062	7.77844	2.81268	1.45345	0.31284	4.29602	0.97832
s__Micromonospora_peucetia	0.15945	0.0	0.39246	0.0	0.01663	0.24253	0.14922	0.35524	0.9751	0.65303	0.0301	0.0	0.33373	0.05124	0.07206	0.0
s__GGB32910_SGB85772	0.15235	0.03868	3.58882	0.01492	0.1925	0.11767	0.07607	0.0	0.19809	0.10658	0.21072	0.27377	0.0	0.0	0.0	0.0
s__Rhodospirillaceae_bacterium_SYSU_D60009	0.14815	0.07976	0.14952	0.01386	0.00455	0.02017	0.04158	0.0	0.0	0.01839	0.0	0.0	0.04111	0.0	0.03519	0.00245
s__Romboutsia_hominis	0.14233	2.94482	1.5853	7.11346	1.25266	1.0797	0.40199	0.35965	0.3955	0.35533	0.26577	0.33628	1.19105	0.47645	0.46335	0.17938
s__Arcobacter_ellisii	0.14064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB48227_SGB66234	0.13604	0.01158	0.5791	0.8149	0.0	0.52345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB78298_SGB107406	0.12988	0.09198	0.60442	0.01661	0.01347	0.00591	0.00819	0.01495	0.03155	0.04425	0.03229	0.02872	0.04976	0.00986	0.01433	0.00867
s__GGB52660_SGB131926	0.12767	0.0	0.30024	0.0	0.02451	0.00799	0.05946	0.00092	0.0	0.05474	0.0	0.0	0.12727	0.01116	0.01064	0.00536
s__GGB15820_SGB24072	0.12209	0.08598	0.526	0.03931	0.0132	0.00758	0.03451	0.0198	0.03114	0.05366	0.04678	0.03471	0.0917	0.02692	0.01689	0.0145
s__Arcobacter_venerupis	0.12053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Serratia_proteamaculans	0.12026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15812_SGB24058	0.12001	0.06386	0.69731	0.0337	0.01556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_thermobutyricum	0.11471	2.57136	0.20052	1.38997	2.78087	0.01617	4.98999	0.05987	0.8867	0.94789	5.42125	2.06335	1.76203	2.07035	0.90666	0.28461
s__GGB15819_SGB24071	0.11234	0.10041	0.38807	0.0	0.01196	0.00315	0.02131	0.00716	0.0262	0.04665	0.04094	0.0301	0.03971	0.00882	0.01554	0.00881
s__Desemzia_incerta	0.10372	0.0	0.0	0.0	0.0	0.11209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15817_SGB24066	0.10368	0.07929	0.57106	0.05121	0.01086	0.00516	0.03701	0.02375	0.02083	0.04369	0.03881	0.03329	0.06013	0.01887	0.00902	0.00612
s__Mammaliicoccus_sciuri	0.10233	0.0	0.0	0.02394	0.10223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_sp_Ade_TY	0.09452	0.53106	0.11139	1.20576	0.32078	0.10475	0.33279	0.05673	0.23107	0.17912	0.29909	0.08452	0.97013	0.15499	0.09718	0.14778
s__GGB61948_SGB84082	0.09282	0.10239	0.6638	0.0	0.00674	0.05073	0.21052	0.01383	0.0	0.0	0.0	0.0	0.14427	0.06314	0.04185	0.0053
s__GGB97290_SGB56134	0.09059	0.03038	0.37134	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_gallyi	0.08989	0.0	0.0	0.0	0.14122	0.0	0.0	0.0	2.76884	0.82012	0.00509	0.0	0.21912	0.0	0.00434	0.0
s__GGB36712_SGB24061	0.08982	0.06754	0.41253	0.02023	0.01404	0.01049	0.00946	0.00227	0.02405	0.02611	0.02382	0.01998	0.0535	0.01798	0.00676	0.00972
s__Clostridium_massiliamazoniense	0.08708	0.03058	0.0	0.8533	0.49529	0.0	0.67068	0.00097	0.2779	0.37421	0.21115	0.28201	0.34001	0.04895	0.26178	0.01
s__Sphingobacterium_sp_B16_2022	0.08524	0.0	0.0	0.0	0.12337	0.0	0.0	0.0	0.0	0.0	0.24088	0.0	0.08516	0.29834	0.0	0.0
s__GGB49350_SGB69252	0.08421	0.0	0.13387	0.0	0.01306	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.08201	0.0	0.0	0.00137
s__Streptomyces_anulatus	0.07919	0.0	0.0	0.0	0.17203	0.0	0.0	0.0	0.0	0.0	0.10794	0.0	0.197	0.0	0.0	0.0
s__GGB49350_SGB131930	0.07547	0.0	0.05876	0.0	0.00713	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.03581	0.0	0.0	0.0
s__GGB15812_SGB24059	0.07249	0.06725	0.37031	0.02398	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB33998_SGB56062	0.07176	0.0577	0.28388	0.0	0.00449	0.01137	0.0	0.00075	0.0	0.0	0.0	0.03905	0.04461	0.0172	0.00481	0.0
s__Alcaligenaceae_bacterium	0.07077	0.0	0.0	0.0	0.05528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012
s__Stenotrophomonas_pictorum	0.07062	0.0	0.0	0.0	0.61514	0.0749	0.01288	0.00938	0.50724	0.03654	0.0	0.0	0.05269	0.91285	0.0679	0.01268
s__Hydrogenophaga_sp_2FB	0.07045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingobacterium_hungaricum	0.07019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06176	0.0	0.0	0.01619	0.0	0.0
s__GGB44506_SGB61938	0.0676	0.00314	0.09966	0.0	0.00863	0.00326	0.0	0.02482	0.02222	0.08939	0.02711	0.00145	0.13253	0.01177	0.02903	0.00197
s__Arcobacter_acticola	0.0651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB96933_SGB136513	0.06337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB93435_SGB131913	0.06086	0.0	0.20106	0.0	0.00805	0.00229	0.00478	0.0	0.0	0.01074	0.0	0.0	0.02391	0.0	0.0	0.00054
s__Pollutimonas_subterranea	0.05984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodococcus_sp_KBS0724	0.05938	0.0	0.0	0.0	0.15855	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB40651_SGB56143	0.05797	0.03652	0.29518	0.0	0.01067	0.0	0.00717	0.00809	0.01087	0.02453	0.01009	0.00703	0.06833	0.00973	0.00317	0.00349
s__GGB8463_SGB13169	0.05797	0.02685	0.2483	0.0	0.01116	0.00249	0.0	0.02571	0.00771	0.02612	0.02414	0.00664	0.05058	0.01139	0.02539	0.00451
s__GGB61494_SGB83575	0.05509	0.0	0.0	0.0	0.00353	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02243	0.00482
s__GGB89562_SGB125918	0.0517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02204	0.00297
s__Sporosarcina_sp_P20a	0.05132	0.0	0.0	0.0	0.06091	0.0392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidimonas_sp_SYP_B2681	0.05032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44695_SGB62151	0.04983	0.06252	0.06249	0.0	0.00373	0.00133	0.00809	0.00941	0.03551	0.08535	0.0	0.0	0.15938	0.0152	0.02152	0.00486
s__Aquamicrobium_aerolatum	0.0492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58088	0.03049	0.00484	0.0	0.0	0.0	0.0	0.00057
s__GGB34048_SGB73551	0.04859	0.09275	0.42627	0.0	0.00469	0.00638	0.00839	0.02423	0.05528	0.08188	0.05764	0.0524	0.07893	0.02463	0.01201	0.00871
s__Oerskovia_rustica	0.04706	0.0	0.0	0.0	0.20152	0.0	0.27055	0.0	0.49578	0.34448	0.49864	0.0	0.78221	0.0	0.0	0.0
s__Herminiimonas_arsenicoxydans	0.04684	0.06363	0.0	0.0	0.00271	0.00105	0.01372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00578
s__Brevundimonas_naejangsanensis	0.04623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08509	0.0	0.0	0.0	0.0	0.0
s__Arcobacter_defluvii	0.04489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34048_SGB56130	0.04416	0.05732	0.40402	0.0	0.00424	0.0	0.00434	0.01068	0.07834	0.0365	0.04302	0.0558	0.09735	0.01928	0.00313	0.00371
s__GGB52662_SGB73546	0.0439	0.02121	0.16313	0.0	0.0067	0.00456	0.01717	0.00531	0.0	0.00897	0.00372	0.0	0.03094	0.00363	0.005	0.0028
s__Pusillimonas_thiosulfatoxidans	0.04254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01402	0.0	0.00218
s__GGB93409_SGB131987	0.04232	0.05863	0.1891	0.00393	0.0331	0.00667	0.02347	0.02724	0.01367	0.03073	0.01393	0.00717	0.056	0.01988	0.00812	0.02341
s__GGB7903_SGB11757	0.04166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.0
s__GGB15811_SGB24057	0.03945	0.0	0.12624	0.0	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0
s__Arcobacter_cloacae	0.03809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB61495_SGB83576	0.03729	0.0	0.0	0.0	0.00141	0.0	0.08711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00904	0.00207
s__GGB49350_SGB131936	0.03628	0.0	0.00838	0.0	0.00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02999	0.0	0.0	0.0
s__Sporosarcina_ureae	0.03593	0.0	0.0	0.0	0.00049	0.00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77687_SGB108590	0.03559	0.75803	0.62379	0.0	0.00599	0.03233	0.37845	0.01131	0.0	0.0	0.0	0.0	0.05977	0.02454	0.01112	0.0
s__Sphingopyxis_sp_FBM22	0.03523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0184	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB32011_SGB57187	0.035	0.028	0.0	0.0	0.00246	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013
s__GGB32486_SGB56139	0.03451	0.0	0.10654	0.0	0.00285	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.00106
s__Rhodocyclaceae_bacterium	0.03339	0.0	0.07843	0.0	0.00487	0.0	0.0	0.01093	0.00918	0.02632	0.00859	0.0	0.02661	0.0	0.01122	0.0
s__GGB32011_SGB57188	0.0332	0.01878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007
s__GGB89586_SGB125898	0.0332	0.0	0.0	0.0	0.00036	0.0	0.04297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01022	0.00275
s__GGB95927_SGB125544	0.03123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Steroidobacter_denitrificans	0.03114	0.0	0.0	0.0	0.0	0.0	0.01135	0.00687	0.0	0.0	0.0	0.0	0.00342	0.00033	0.00636	0.0
s__GGB90628_SGB127264	0.03097	0.0322	0.2093	0.0	0.00127	0.0121	0.0401	0.00035	0.0	0.0	0.0	0.0	0.04829	0.01837	0.00755	0.0
s__GGB61947_SGB84081	0.03094	0.06259	0.23911	0.0	0.00038	0.01175	0.06058	0.0	0.0	0.0	0.0	0.0	0.05038	0.02222	0.01161	0.0
s__GGB64074_SGB86472	0.02971	0.03626	0.11453	0.0	0.00286	0.00192	0.00991	0.00621	0.01563	0.03366	0.00407	0.01313	0.03394	0.00947	0.00641	0.00077
s__GGB91348_SGB134887	0.0292	0.03729	0.12078	0.0	0.00274	0.0	0.02384	0.0084	0.0583	0.10471	0.00195	0.04362	0.04694	0.00107	0.01185	0.0
s__Bosea_sp_WAO	0.02911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.01348	0.0	0.0	0.0	0.0
s__Lederbergia_lenta	0.02873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44793_SGB62258	0.0278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_rustica	0.02703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05087	0.0	0.0
s__Pelomicrobium_methylotrophicum	0.02698	0.00572	0.07915	0.0	0.00362	0.0	0.0	0.00653	0.00831	0.02381	0.00392	0.0	0.01372	0.0013	0.0089	0.0
s__GGB33537_SGB46614	0.02642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidimonas_bauzanensis	0.02637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_terrae	0.0253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91756_SGB134018	0.02361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB74136_SGB132293	0.02278	0.04111	0.08118	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.00375	0.00306
s__GGB14953_SGB22619	0.02194	0.0	0.01647	0.0	0.00494	0.0	0.0	0.00698	0.01041	0.03422	0.0	0.0	0.02306	0.0	0.00771	0.0
s__Lachnospiraceae_bacterium_2_1_46FAA	0.02185	0.0	0.0	0.0	0.62348	0.03871	0.0	0.0	0.0	0.0	2.13785	0.0	0.0	0.0	0.43251	0.73728
s__Pseudoxanthomonas_gei	0.02109	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.0	0.00043	0.00042	0.0
s__GGB82146_SGB113463	0.021	3.12496	3.3018	1.05504	3.13115	6.50746	0.00258	0.0	0.0	0.01148	0.06997	0.06891	0.0	0.0	1.72082	0.00185
s__Malaciobacter_pacificus	0.02088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB65186_SGB88148	0.02013	0.00655	0.02426	0.0	0.00118	0.0	0.00537	0.00663	0.00176	0.01617	0.0	0.00077	0.00689	0.0034	0.00569	0.00045
s__GGB66348_SGB89905	0.01991	0.0	0.17013	0.0	0.0	0.00711	0.01586	0.0	0.0	0.00759	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_sp_NHP19_0003	0.01959	0.0	0.14028	0.87802	0.20871	0.14715	5.45097	0.03868	0.17762	0.24314	0.82193	2.97377	0.20156	0.54923	0.33412	0.02888
s__GGB93324_SGB131738	0.01949	0.0097	0.06646	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.00787	0.0	0.0021	0.00045
s__Sporosarcina_gallistercoris	0.01857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB91165_SGB135004	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hydrogenophaga_sp_IBVHS1	0.0184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52551_SGB73429	0.01709	0.0	0.00847	0.0	0.0	0.0	0.0	0.00315	0.00271	0.01861	0.0	0.0	0.0072	0.0	0.0005	0.0
s__GGB93000_SGB131315	0.01618	0.01729	0.04672	0.0	0.00025	0.0	0.01416	0.0	0.01087	0.02067	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_solisilvae	0.01538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB36850_SGB56170	0.01509	0.0331	0.09797	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0
s__Devosia_limi	0.01502	0.0	0.0	0.0	0.02091	0.00245	0.0	0.00388	0.0	0.0	0.0	0.01587	0.0	0.0	0.01477	0.00526
s__GGB52616_SGB73496	0.01356	0.0	0.08582	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aliarcobacter_skirrowii	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alcaligenaceae_unclassified_SGB57624	0.01349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44498_SGB103071	0.01347	0.0	0.02088	0.0	0.00179	0.0	0.0	0.00794	0.00225	0.01631	0.0	0.0	0.01119	0.0	0.01019	0.0
s__Brevundimonas_abyssalis	0.01344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44392_SGB61810	0.01322	0.0026	0.00657	0.0	0.0022	0.0	0.0	0.00839	0.0	0.01123	0.00221	0.0	0.00953	0.0008	0.00449	0.0
s__Polaromonas_eurypsychrophila	0.01284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02519	0.0	0.0	0.0
s__Pseudaminobacter_arsenicus	0.01241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB64386_SGB86855	0.01169	0.0	0.05849	0.0	0.0	0.0	0.0	0.0	0.0	0.00994	0.0	0.0	0.0	0.0	0.0	0.0
s__Phenylobacterium_sp_Root700	0.01146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Devosia_epidermidihirudinis	0.01133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aliarcobacter_cryaerophilus	0.01123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB8060_SGB11998	0.01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB66626_SGB90250	0.01119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15827_SGB24079	0.01116	0.0	0.07734	0.0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.00854	0.0	0.0003
s__Aliarcobacter_lanthieri	0.01084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_sp_MWB1	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Dongia_mobilis	0.01056	0.0	0.04977	0.0	0.0	0.00119	0.01596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0
s__GGB91320_SGB134759	0.01044	0.0	0.0	0.0	0.00084	0.0	0.0	0.00121	0.0	0.01299	0.0	0.0	0.00788	0.0	0.00044	0.0
s__Arcobacter_peruensis	0.01018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingomonas_soli	0.01015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB44858_SGB62335	0.00989	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.00672	0.01781	0.0	0.0	0.0	0.0	0.0	0.0
s__Brevundimonas_fluminis	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB74134_SGB132366	0.00942	0.0	0.0	0.01583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB32453_SGB57139	0.00936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB40665_SGB58442	0.00907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hydrogenophaga_palleronii	0.00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.0
s__Pollutimonas_nitritireducens	0.00873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sulfurifustis_variabilis	0.00847	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.00411	0.0	0.0	0.01035	0.0	0.0	0.0
s__GGB78246_SGB107425	0.00842	0.00595	0.0176	0.0	0.0	0.0	0.02991	0.00221	0.04232	0.06986	0.0	0.0	0.0	0.0	0.0	0.0
s__Aliarcobacter_cibarius	0.00791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15795_SGB24038	0.00753	0.0	0.10893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB99432_SGB133726	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingomonas_laterariae	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_aquimarina	0.00701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_jenensis	0.00681	0.0	0.0	0.0	0.04189	0.0	0.0239	0.0	0.24148	0.01989	0.0	0.0	0.00247	0.0	0.0	0.0
s__GGB91335_SGB134737	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0
s__Oerskovia_douganii	0.00569	0.0	0.0	0.0	0.02707	0.0	0.00468	0.0	0.16386	0.33362	0.0	0.0	0.02821	0.0	0.0	0.0
s__GGB92817_SGB131160	0.00507	0.0	0.00437	0.0	0.00097	0.0	0.0	0.0	0.0	0.02337	0.0	0.0	0.00365	0.0	0.0	0.0
s__Polaromonas_sp_AER18D_145	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Arenimonas_maotaiensis	0.00476	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.01783	0.00099	0.0	0.0	0.0	0.02092	0.0	0.0
s__Rhodospirillaceae_bacterium_SYSU_D60014	0.0044	0.0	0.05157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
