clade_name	MS11669_jun23_nreads	MS11670_jun23_nreads	MS11673_jun23_nreads	MS11674_jun23_nreads	MS11675_jun23_nreads	MS11676_jun23_nreads	MS11677_jun23_nreads	MS11678_jun23_nreads	MS11679_jun23_nreads	MS11683_jun23_nreads	MS11684_jun23_nreads	MS11686_jun23_nreads	MS11770_jun23_nreads	MS11771_jun23_nreads	MS11774_jun23_nreads	MS11775_jun23_nreads
s__Nonomuraea_glycinis	0.0	0.0	0.0	0.0	0.0	0.0	0.2365	0.01582	0.0	0.06406	0.42163	0.09519	0.06164	0.0	0.0	0.0
s__GGB6611_SGB9345	0.0	0.0	0.0	0.0	0.0	0.0	0.22255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.17867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0117
s__GGB6610_SGB9344	0.0	0.0	0.0	0.0	0.0	0.0	0.14395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB52002_SGB72669	0.0	0.0	0.0	0.0	0.0	0.0	0.12147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03297	0.00731
s__GGB46681_SGB64555	0.0	0.0	0.0	0.0	0.0	0.0	0.10726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_SGB63885	0.0	0.0	0.0	0.0	0.0	0.0	0.08129	0.0	0.0	0.0	0.0	0.0	0.02524	0.0	0.01306	0.05776
s__Agriterribacter_humi	0.0	0.0	0.0	0.0	0.0	0.0	0.07762	0.00202	0.0	0.03284	0.0	0.0	0.0	0.00526	0.0	0.0
s__Clostridia_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.06567	0.02653	0.0	0.0	0.0	0.05113	0.0	0.0	0.0	0.08624
s__GGB95167_SGB128533	0.0	0.0	0.0	0.0	0.0	0.0	0.06073	0.0	0.0	0.02519	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35955_SGB107750	0.0	0.0	0.0	0.0	0.0	0.0	0.0587	0.0	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.0
s__Glutamicibacter_mishrai	0.0	0.0	0.0	0.0	0.0	0.0	0.05208	0.0	0.06239	0.0	0.03266	0.0	0.0	0.0	0.0	0.0
s__Alistipes_shahii	0.0	0.0	0.0	0.0	0.0	0.0	0.04837	0.11393	0.0	0.0	0.0	0.0	0.00969	0.0	0.0138	0.18202
s__Rhodococcus_sp_SMB37	0.0	0.0	0.0	0.0	0.0	0.0	0.04686	0.0	0.02722	0.0	0.03197	0.0	0.0	0.0	0.0	0.0
s__GGB64273_SGB129139	0.0	0.0	0.0	0.0	0.0	0.0	0.03439	0.0	0.0	0.01583	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35955_SGB129072	0.0	0.0	0.0	0.0	0.0	0.0	0.03115	0.0	0.0	0.01599	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB15004_SGB62020	0.0	0.0	0.0	0.0	0.0	0.0	0.03031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_viridiflava	0.0	0.0	0.0	0.0	0.0	0.0	0.02815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4571_SGB6317	0.0	0.0	0.0	0.0	0.0	0.0	0.02716	0.01689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03424
s__Butyricimonas_faecihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.02565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Odoribacter_splanchnicus	0.0	0.0	0.0	0.0	0.0	0.0	0.02488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mitis	0.0	0.0	0.0	0.0	0.0	0.0	0.02343	0.0	0.0	0.0	0.0	0.04437	0.0	0.00943	0.0092	0.01103
s__Hyphomicrobium_album	0.0	0.0	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.06228	0.0	0.00323	0.0	0.0	0.0	0.0
s__Helicobacter_heilmannii	0.0	0.0	0.0	0.0	0.0	0.0	0.02005	0.0	0.0	0.0	0.0	0.00517	0.0	0.0	0.0	0.0
s__Chitinophaga_sp_SYP_B3965	0.0	0.0	0.0	0.0	0.0	0.0	0.01948	0.01719	0.0	0.0	0.0	0.00764	0.0	0.00527	0.00412	0.0
s__Helicobacter_sp_NHP19_0012	0.0	0.0	0.0	0.0	0.0	0.0	0.01928	0.0	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0
s__GGB64272_SGB86721	0.0	0.0	0.0	0.0	0.0	0.0	0.01439	0.0	0.0	0.00972	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Nitrosarchaeum_limnium	0.0	0.0	0.0	0.0	0.0	0.0	0.01273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02261	0.03503
s__Rhodococcus_sp_F64268	0.0	0.0	0.0	0.0	0.0	0.0	0.00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Chitinophaga_niabensis	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.05485	0.0	0.0	0.0	0.0039	0.0	0.0	0.00322	0.0
s__GGB78212_SGB107748	0.0	0.0	0.0	0.0	0.0	0.0	0.00353	0.0	0.0	0.02084	0.0	0.0	0.0	0.0	0.0	0.0
s__Neorhizobium_xiangyangii	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0056	0.0	0.0	0.0	0.0	0.20047	0.06757	0.0	0.0
s__Candidatus_Nitrospira_nitrificans	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB75400_SGB103187	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0
s__Rhodoplanes_sp_Z2_YC6860	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0
s__Edwardsiella_tarda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09333	0.0	0.0	0.0	0.0	0.0	0.77788	0.0	0.0
s__Prevotella_sp_885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1147_SGB1474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4888_SGB6837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10252	0.0	0.0	0.0	0.0	0.21195	0.0	0.17425	0.0
s__GGB1405_SGB1928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4713_SGB6526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Candidatus_Campylobacter_infans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1458_SGB2021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48175	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0
s__GGB1158_SGB1488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB794_SGB1037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Hallella_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3862_SGB5239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9635_SGB15102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1145_SGB1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1632_SGB2240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1630_SGB2238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9594_SGB15016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Faecalibacillus_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Treponema_berlinense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1123_SGB1437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sgatella_sinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_SGB1672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB38716_SGB14237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB31460_SGB6499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4644_SGB6428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Oscillibacter_valericigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9747_SGB15355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1266_SGB1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_sp_AF13_28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4591_SGB6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1495_SGB2071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3616_SGB4890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Brochothrix_thermosphacta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1239_SGB1657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1036	0.0	0.0	0.0	0.0	0.10061	0.0	0.02761	0.0
s__GGB13580_SGB20916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9158_SGB14095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerotignum_faecicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10056	0.0	0.0	0.0	0.0	0.0	0.0	0.07722	0.0
s__Actinomadura_citrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09773	0.72019	0.12522	0.03414	0.01551	0.0	0.0	0.0	0.0
s__Prevotella_sp_Marseille_P4119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ellagibacter_isourolithinifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09247	0.0	0.0	0.0	0.0	0.07058	0.0	0.0	0.0
s__Phascolarctobacterium_succinatutens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09189	0.0	0.0	0.0	0.0	0.00339	0.0	0.00265	0.0
s__GGB1629_SGB2237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Segatella_sinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1146_SGB1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3623_SGB4900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07553	0.0	0.0	0.0	0.03452	0.05287	0.0	0.00134	0.0
s__GGB1497_SGB2076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07283	0.0	0.0	0.0	0.0	0.02678	0.0	0.0	0.0
s__Segatella_brasiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07158	0.0	0.0	0.0	0.0	0.0	0.0	0.01835	0.0
s__GGB9342_SGB14306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1248_SGB1669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9081_SGB14005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6594_SGB9325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Roseburia_inulinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9383_SGB72489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerobutyricum_soehngenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06135	0.0	0.0	0.0	0.0	0.22142	0.0	0.02043	0.0
s__GGB3528_SGB4713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9634_SGB15097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Prevotella_SGB1675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3212_SGB4241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB10708_SGB17364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrobacter_vulgaris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1631_SGB2239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_fluorescens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04997	0.0	0.0	0.0	0.0	0.0	1.15105	0.0	0.0
s__Prevotella_dentalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sphingopyxis_sp_Root154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_ureilytica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04659	0.0	0.0	0.0	0.0	0.0	0.0	0.0237	0.0
s__GGB4676_SGB6465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Moellerella_wisconsensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04623	0.0	0.0	0.0	0.0	0.0	0.02043	0.0	0.0
s__Oscillospiraceae_unclassified_SGB15252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3717_SGB5040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Mammaliicoccus_vitulinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0142
s__GGB3102_SGB4110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nitrosomonas_ureae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3429_SGB71704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB13463_SGB15285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacteriaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03609	0.0	0.0	0.0	0.0	0.01081	0.0	0.0	0.0
s__Clostridium_disporicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3722_SGB5050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9261_SGB14209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB1243_SGB1663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridiaceae_unclassified_SGB15090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Victivallis_vadensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9420_SGB14786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4669_SGB6458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_glucerasea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009
s__GGB6011_SGB8639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_noduli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6592_SGB9320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_siraeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB2998_SGB3989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB35456_SGB71664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9710_SGB15239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_rubida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Intestinibacter_bartlettii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_jinlongensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192	0.07704	0.03611	0.0	0.06074	0.0	0.0	0.0	0.0
s__GGB77497_SGB107062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01908	0.0	0.0	0.0	0.0	0.0	0.0	0.03214	0.0
s__GGB1243_SGB1664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Senegalimassilia_anaerobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9361_SGB14336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB2983_SGB3965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4602_SGB6365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3304_SGB4365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01686	0.0	0.0	0.0	0.0	0.03167	0.0	0.0	0.0
s__Coprococcus_comes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9593_SGB15015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_maltosivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0158	0.0	0.0	0.0	0.0	0.02937	0.0	0.0	0.0
s__GGB9787_SGB15410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9288_SGB14243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9059_SGB13976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Coprococcus_catus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB34228_SGB72916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_cellulosilyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB2998_SGB3988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Latilactobacillus_sakei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.0	0.0	0.0	0.0	0.29749	0.0	0.00254	0.0
s__GGB1249_SGB1670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9508_SGB14905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_sp_ANC_4779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.11144	0.0	0.0
s__GGB9080_SGB14004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_pseudovulgare	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00933	0.00155	0.0	0.01035	0.00923	0.0	0.0	0.06944	0.0
s__Streptosporangium_roseum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895	0.09068	0.15356	0.03584	0.1394	0.0	0.0	0.01964	0.0
s__Parabacteroides_bouchesdurhonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_putida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB4780_SGB6615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Alistipes_provencensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_saharense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.00067	0.0	0.00628	0.00575	0.0	0.0	0.02515	0.0
s__Leucobacter_sp_G161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_bacterium_OM04_12BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0	0.0	0.01222	0.0	0.0	0.0
s__Micromonospora_polyrhachis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acetivibrio_ethanolgignens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Luteimonas_sp_SX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_thetaiotaomicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.02616	0.0	0.0	0.0	0.0
s__Pedobacter_frigoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyricimonas_virosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
